Year,Team_ID,Unit,Games,Rushes,Rushing_Yards,Pass_Attempts,Completions,Passing_Yards,Fumbles_Lost,Intercepted,Third_Down_Conversions,Third_Down_Attempts,Touchdowns,Points_Scored,Penalties,Penalty_Yards,Red_Zone_Visits,Red_Zone_Touchdowns,Red_Zone_Field_Goals,Sacks,Runs_Left,Runs_Left_Yardage,Runs_Center,Runs_Center_Yardage,Runs_Right,Runs_Right_Yardage,Short_Passes,Short_Pass_Completions,Short_Pass_Yardage,Medium_Passes,Medium_Pass_Completions,Medium_Pass_Yardage,Long_Passes,Long_Pass_Completions,Long_Pass_Yardage,Fourth_Down_Attempts,Fourth_Down_Conversions,Third_Down_YtG_Total,Sack_Yardage,Fumbles,Red_Zone_Rushes,Red_Zone_Rushing_Yardage,Red_Zone_Passes,Red_Zone_Pass_Completions,Red_Zone_Passing_Yardage,First_Downs_Rushing,First_Downs_Passing,First_Downs_Penalty,Punts,Punting_Yardage,Punting_Net_Yardage,Punt_Returns,Punt_Return_Yardage,Kickoff_Returns,Kickoff_Return_Yardage,Field_Goals,Field_Goals_Attempted,Points_After_Touchdown,PATs_Attempted,Two-Point_Conversion_Attempts,Two-Point_Conversions,Passes_Defensed,Key_Run_Blocks,Key_Run_Block_Opportunities,Hurries,Blocked_Passes,Run_Plays,Pass_Plays,Touchdowns_Passing,Touchdowns_Rushing,Passes_Dropped,Running_Back_Runs,Running_Back_Run_Yardage
2015,31,Offense,16,464,1784,495,294,3243,12,13,79,225,30,339,83,614,39,17,19,49,106,428,276,984,78,378,263,188,1487,172,85,1174,57,21,582,5,17,1830,282,26,58,158,40,21,137,96,161,22,85,3786,3393,31,206,35,918,33,37,32,32,2,1,51,109,366,72,22,464,544,21,8,20,359,1266
2015,31,Defense,16,451,2239,580,358,3567,11,22,100,234,37,336,99,726,38,22,13,30,97,541,248,1268,100,438,346,255,2037,176,89,1188,57,14,342,4,15,1833,184,18,54,160,50,29,216,108,181,17,79,3663,3077,32,213,25,498,26,31,36,37,0,0,62,150,422,55,14,451,610,20,15,30,0,0
2014,0,Offense,16,452,1758,571,361,3783,8,4,94,241,29,324,94,732,43,21,19,51,126,576,270,1027,49,165,330,244,2005,190,98,1188,50,19,590,2,5,1952,277,15,57,168,56,30,179,97,193,23,104,4299,3608,38,268,44,1090,28,34,34,34,0,0,68,135,419,61,10,452,622,13,15,30,393,1514
2014,0,Defense,16,418,1954,536,332,3733,8,15,73,208,40,358,104,756,45,25,17,40,94,521,240,1129,75,316,295,229,1990,183,84,1233,58,19,510,6,10,1814,230,21,57,148,50,35,260,104,181,23,95,4303,3635,42,411,38,852,24,25,40,41,0,0,65,121,361,59,16,418,576,25,13,30,0,0
2014,1,Offense,16,279,981,685,382,3785,6,21,64,227,21,241,97,685,31,11,18,25,70,356,161,487,42,145,418,278,2253,192,89,1172,75,15,360,6,15,1924,169,8,34,78,51,29,176,54,173,30,112,4954,4164,35,316,33,709,27,28,20,20,3,1,57,80,257,70,16,279,710,14,7,46,256,887
2014,1,Defense,16,544,2490,570,360,3873,6,13,102,246,41,406,122,900,51,27,22,27,132,606,282,1306,116,597,365,268,2344,141,75,1038,62,17,491,5,8,1887,158,13,74,226,47,31,225,135,204,15,90,4079,3423,55,570,32,698,33,41,43,43,1,0,95,182,495,82,20,544,597,26,15,32,0,0
2014,2,Offense,16,406,1532,664,404,3793,11,24,83,250,30,290,105,722,43,19,19,37,132,511,205,811,61,223,379,282,1988,206,102,1310,74,20,495,7,15,1985,257,18,57,108,51,34,163,87,190,24,108,4982,3959,49,463,28,624,24,31,30,30,1,1,70,118,360,63,24,406,701,17,11,36,348,1260
2014,2,Defense,16,427,1692,571,321,3335,9,22,91,252,40,401,92,649,47,24,20,41,124,469,220,939,74,295,338,223,1662,162,76,1042,71,22,631,1,6,2079,274,10,60,135,67,31,220,90,161,19,109,4856,4116,51,703,38,889,30,32,43,43,0,0,68,118,376,76,19,427,612,22,15,32,0,0
2014,3,Offense,16,537,2272,444,274,2986,10,14,83,224,33,309,80,556,44,27,15,24,77,338,285,1213,170,727,251,188,1646,146,74,1018,47,12,322,2,8,1585,148,15,77,209,50,35,180,112,155,12,101,4264,3677,20,109,42,812,23,26,32,32,2,1,71,160,484,38,8,537,468,21,11,27,446,1856
2014,3,Defense,16,442,1796,514,329,3546,10,13,75,214,35,325,99,686,39,20,17,38,99,344,224,921,113,538,299,233,1879,155,80,1207,56,16,460,2,11,1736,225,19,52,162,47,36,233,93,172,20,92,4022,3493,37,287,43,1035,24,32,35,36,0,0,43,143,391,52,15,442,552,23,11,26,0,0
2014,4,Offense,16,542,2076,448,256,2925,9,15,87,241,38,384,95,682,42,25,14,39,143,527,249,1070,144,486,240,166,1356,145,71,1052,62,19,517,1,8,1977,242,26,55,145,40,22,167,114,143,15,106,5025,4147,44,519,31,722,27,31,43,43,0,0,72,142,473,68,17,542,487,21,16,28,459,1548
2014,4,Defense,16,420,1855,581,339,3525,18,20,75,231,29,302,95,638,39,19,14,47,131,678,233,997,47,192,331,238,2036,180,88,1120,69,13,369,5,14,1830,276,23,55,172,43,20,110,99,161,24,104,4590,3831,45,438,35,765,23,28,31,31,2,1,46,122,370,68,12,420,628,10,18,32,0,0
2014,5,Offense,16,425,1672,606,318,3545,16,18,60,234,27,254,107,797,29,15,12,34,67,131,236,1212,118,334,302,209,1840,199,86,1050,103,23,655,6,17,2064,190,23,47,128,26,18,174,90,162,15,121,5155,4527,54,300,31,668,19,26,25,26,2,1,43,97,336,86,15,425,640,15,9,36,312,922
2014,5,Defense,16,489,2197,546,340,3330,13,8,71,239,41,379,97,731,56,30,22,45,99,545,244,1033,141,626,328,237,1862,174,92,1164,41,11,304,3,6,1885,260,23,72,182,71,43,320,117,157,15,122,5303,4583,50,408,36,819,30,33,41,41,0,0,107,161,446,78,18,489,591,22,16,21,0,0
2014,6,Offense,16,465,1999,570,361,4012,13,25,85,217,42,381,118,883,50,25,17,32,163,838,219,881,75,289,331,245,2067,175,93,1329,62,23,616,5,9,1679,193,25,68,156,69,43,314,110,199,24,79,3777,3197,36,392,24,581,25,32,42,42,2,0,77,151,437,77,17,465,602,25,14,26,429,1841
2014,6,Defense,16,398,1702,616,360,3705,10,18,77,240,31,323,88,570,44,20,20,46,115,432,203,878,76,396,367,264,2216,161,74,951,82,22,538,7,19,1939,273,15,42,77,69,44,177,88,177,18,91,4016,3373,35,260,25,653,28,34,33,33,1,1,60,104,350,54,13,398,662,20,8,33,0,0
2014,7,Offense,16,424,1821,564,314,3249,8,13,72,235,24,284,107,791,42,19,21,43,48,157,264,1167,105,507,315,211,1582,182,83,1132,64,20,535,3,14,2032,263,16,53,187,49,22,172,88,157,31,103,4419,3811,35,289,41,1041,34,41,26,26,0,0,67,112,340,63,19,424,607,13,10,40,325,1205
2014,7,Defense,16,486,2057,584,345,3763,16,15,91,243,28,296,118,961,44,22,17,40,149,611,253,1107,80,345,326,234,1892,180,95,1355,76,16,516,4,12,1864,223,23,78,182,40,28,176,113,175,24,96,4272,3466,44,388,43,884,29,36,29,30,0,0,65,150,439,78,15,486,624,17,9,30,0,0
2014,8,Offense,16,433,1812,548,290,3278,9,14,72,226,27,266,81,619,42,20,18,40,94,505,279,1049,51,270,279,198,1774,183,72,983,84,20,521,6,17,1899,257,23,52,164,46,27,191,91,159,18,106,4531,3790,44,380,37,910,23,24,25,25,2,2,49,122,376,62,25,433,588,17,8,34,357,1393
2014,8,Defense,16,477,1846,563,368,4082,14,12,89,227,38,353,88,689,47,32,13,35,130,523,270,1108,72,223,342,267,2352,162,85,1247,56,16,483,4,11,1893,227,23,58,165,56,42,322,108,193,14,94,4198,3558,33,281,30,704,24,29,37,39,1,1,79,138,419,75,9,477,598,26,10,24,0,0
2014,9,Offense,16,445,1707,529,298,2847,16,16,53,229,22,229,90,694,31,15,12,46,108,541,252,919,80,253,310,214,1531,159,69,872,56,15,444,8,16,1942,259,18,40,114,33,18,115,85,135,18,134,5500,4645,48,458,38,769,22,25,23,23,0,0,65,115,397,69,12,445,575,11,9,33,385,1476
2014,9,Defense,16,479,1841,545,324,3646,9,17,76,239,40,385,110,760,53,31,15,41,117,370,240,1058,112,426,326,230,2340,163,86,1091,54,8,215,4,8,1973,242,18,73,244,68,41,291,97,167,11,111,4945,4087,51,635,21,493,30,37,41,41,1,0,59,129,430,59,17,479,586,25,15,27,0,0
2014,10,Offense,16,510,2178,537,322,3621,12,15,92,246,36,364,95,638,58,29,23,56,116,494,236,989,149,709,302,213,1956,177,95,1319,56,14,346,4,9,2100,307,24,76,253,69,38,277,115,174,17,93,4004,3282,40,294,41,892,35,43,35,35,1,0,62,167,466,77,18,510,593,17,18,24,458,2001
2014,10,Defense,16,398,1368,540,313,3425,15,21,75,229,22,267,102,746,34,14,17,54,70,213,213,792,111,368,318,222,1879,150,76,1109,69,15,437,2,11,1875,333,20,38,115,30,16,125,64,159,19,100,4358,3744,36,322,22,508,31,35,24,24,0,0,69,94,355,58,16,398,594,13,7,23,0,0
2014,11,Offense,16,432,1608,571,376,4097,12,25,90,213,36,322,84,658,36,25,9,34,105,400,269,1059,53,155,342,266,2232,164,88,1288,61,22,577,3,8,1667,187,18,50,150,65,44,291,98,199,15,86,3928,3268,26,98,41,799,19,23,37,37,1,0,44,117,374,53,17,432,605,24,12,20,349,1171
2014,11,Defense,16,435,2059,564,375,4107,7,18,81,209,43,400,90,676,47,25,19,33,101,612,245,1155,79,304,326,253,2201,169,97,1265,67,25,641,4,7,1682,215,18,66,225,50,36,235,110,194,17,75,3353,2935,32,260,35,826,29,37,43,44,0,0,44,149,383,59,11,435,597,23,18,26,0,0
2014,12,Offense,16,369,1526,669,377,4345,12,26,73,227,43,414,98,760,54,30,20,36,99,393,179,757,83,389,335,242,2084,220,102,1414,110,33,847,7,13,1984,215,17,60,73,75,51,351,81,208,22,106,4891,4035,50,371,41,897,24,26,46,48,0,0,78,98,324,76,17,369,705,26,15,38,312,1214
2014,12,Defense,16,418,1378,641,387,4235,10,22,78,246,35,378,106,775,41,19,19,43,108,328,243,919,63,136,354,267,2283,221,99,1417,63,21,535,8,16,2154,252,24,58,157,58,34,237,74,200,23,102,4486,3735,35,356,47,1130,34,41,36,36,4,0,100,104,366,83,18,418,684,24,9,28,0,0
2014,13,Offense,16,379,1699,542,317,2914,20,18,51,224,23,244,96,660,27,13,12,74,102,469,190,848,81,392,314,229,1399,173,69,985,53,19,530,8,23,2023,476,27,35,126,41,21,115,80,129,15,116,5130,4292,44,318,50,1107,21,22,23,24,2,1,65,108,307,51,11,379,616,8,13,36,304,1360
2014,13,Defense,16,509,1706,545,353,3608,11,16,83,243,38,383,98,773,55,30,21,35,115,431,280,1040,100,253,338,256,1967,146,78,1135,61,19,506,1,3,2049,196,31,71,175,68,50,335,85,185,19,106,4559,3841,50,478,41,1041,38,41,37,37,1,0,62,105,450,50,20,509,580,23,12,27,0,0
2014,14,Offense,16,365,1392,681,390,3656,13,23,75,243,20,265,92,622,44,14,26,37,44,187,204,850,108,366,397,289,2084,214,86,1143,67,15,429,3,14,1939,239,23,30,64,66,42,196,77,174,19,107,4571,3960,54,360,37,893,38,41,19,20,2,0,61,118,334,55,12,365,718,13,5,44,325,1209
2014,14,Defense,16,465,1718,514,314,3512,11,21,72,228,35,352,90,645,39,22,13,38,127,566,243,915,86,249,293,210,1769,170,87,1279,49,17,464,3,5,1864,258,16,50,151,45,31,209,86,169,14,116,5210,4430,43,291,32,744,23,28,39,40,0,0,75,119,414,79,24,465,552,22,12,28,0,0
2014,15,Offense,16,441,1932,527,356,4165,8,10,72,208,44,421,87,676,50,28,20,41,128,526,222,974,88,435,315,247,2316,165,96,1431,43,13,418,3,9,1605,241,19,67,227,61,43,269,106,191,19,83,3948,3262,40,422,35,738,30,38,47,47,0,0,67,135,399,73,19,441,568,31,11,15,376,1503
2014,15,Defense,16,443,2011,545,318,3606,14,13,85,224,33,307,107,716,47,24,21,37,119,495,233,1104,85,419,312,223,2026,163,74,986,68,21,594,3,12,1779,192,23,72,169,62,37,245,94,179,20,92,3980,3278,41,366,49,1169,26,31,31,32,1,0,57,135,394,68,10,443,582,25,7,26,0,0
2014,16,Offense,16,413,1630,561,367,3887,5,14,75,225,39,396,91,649,42,24,16,41,97,457,269,1104,44,72,349,276,2334,154,81,1274,55,10,279,5,10,2026,240,16,50,95,56,46,256,77,185,13,96,4413,3778,40,420,36,993,32,35,42,43,0,0,63,101,373,64,17,413,602,25,11,19,357,1165
2014,16,Defense,16,459,1926,532,312,3256,14,14,63,220,25,273,91,689,33,17,15,36,87,386,256,1037,111,510,293,215,1635,171,78,1144,66,19,477,5,9,1730,219,20,45,102,41,30,190,93,166,18,107,4634,3874,44,315,62,1443,28,36,23,23,3,1,57,136,411,61,16,459,568,17,8,26,0,0
2014,17,Offense,16,367,1556,624,370,3596,18,17,77,246,26,289,98,690,38,19,18,70,126,603,200,845,34,116,404,274,2119,154,79,1016,63,17,461,5,10,1890,387,26,57,135,47,28,243,81,176,26,103,4869,4155,40,479,38,891,35,44,26,26,0,0,55,119,347,56,21,367,694,20,6,28,336,1429
2014,17,Defense,16,417,1870,577,361,3727,7,20,70,220,33,329,107,780,40,21,15,37,90,404,241,1222,83,249,350,258,2077,163,88,1199,62,15,451,3,9,1761,215,17,59,141,46,27,239,100,173,19,105,4681,3962,50,434,24,574,24,32,35,36,1,0,74,132,367,84,20,417,614,18,13,31,0,0
2014,18,Offense,16,355,1483,641,381,4421,10,30,81,221,41,377,107,756,45,27,12,40,114,431,198,899,37,159,354,247,2173,212,115,1659,75,19,589,3,11,1905,257,13,48,149,72,46,338,78,205,23,92,4143,3366,44,518,47,1101,23,26,42,43,1,1,78,117,329,61,16,355,681,29,10,23,323,1300
2014,18,Defense,16,451,1664,647,389,4185,9,14,88,249,45,429,101,726,56,32,22,26,140,485,241,929,60,264,361,259,2003,205,104,1420,78,26,762,8,16,1932,142,16,74,226,86,60,437,83,216,25,96,4486,3568,42,497,35,828,33,36,46,46,1,0,76,120,402,74,19,451,673,32,12,49,0,0
2014,19,Offense,16,500,1896,533,370,4257,14,8,82,222,52,494,101,724,64,40,21,30,156,547,232,1013,102,350,326,257,2305,146,91,1316,61,22,636,1,2,1683,190,20,73,188,78,61,469,104,208,14,84,3769,3194,51,554,41,1183,35,47,55,55,0,0,78,159,478,56,15,500,563,39,13,16,468,1767
2014,19,Defense,16,388,1636,559,315,3070,13,21,58,222,25,261,73,581,36,12,21,46,71,304,269,1147,46,188,325,228,1760,170,76,1041,63,11,269,5,13,1862,274,23,44,89,49,33,181,78,141,26,112,5058,4300,34,175,36,764,28,28,23,23,2,1,61,103,332,57,10,388,605,13,9,29,0,0
2014,20,Offense,16,515,2124,475,323,3249,10,7,89,227,30,318,103,851,42,18,23,23,86,375,337,1501,88,253,311,236,1790,123,75,1075,41,12,384,3,6,1631,163,21,68,198,41,29,185,118,155,21,92,4396,3708,47,422,34,765,32,35,30,30,1,1,64,124,427,61,17,515,498,22,8,14,409,1498
2014,20,Defense,16,395,1615,577,370,3893,7,11,86,225,31,285,92,631,41,23,14,39,111,473,212,939,67,210,356,274,2260,164,80,1079,57,16,554,3,10,1790,229,14,42,129,55,38,233,84,186,24,93,4134,3412,41,248,28,616,22,27,27,28,3,2,53,112,346,54,11,395,616,21,10,24,0,0
2014,21,Offense,16,518,2432,587,368,4094,18,21,102,249,39,377,107,799,51,27,18,24,213,999,221,1101,76,341,322,239,1942,195,107,1478,65,22,674,13,19,1942,160,25,85,257,57,39,248,115,205,11,87,3763,3052,50,502,36,839,27,31,40,40,2,1,72,158,454,65,17,518,611,21,17,29,437,1957
2014,21,Defense,16,369,1167,573,349,4001,8,17,72,222,33,313,68,473,49,24,15,48,70,249,218,655,74,276,316,232,1995,190,98,1376,67,19,630,2,9,1978,282,12,47,115,72,36,235,61,189,21,106,4639,3797,33,271,49,1193,23,28,34,34,0,0,70,80,330,50,12,369,621,24,8,31,0,0
2014,22,Offense,16,437,1695,609,409,4572,6,19,92,221,45,444,86,722,60,29,22,29,91,411,265,1002,67,303,355,279,2371,179,107,1542,73,23,659,4,9,1690,178,14,70,170,91,58,406,92,231,20,81,3345,2802,38,266,32,829,30,35,48,48,2,2,67,129,373,61,12,437,638,29,15,29,367,1387
2014,22,Defense,16,431,2028,556,330,3457,11,21,77,219,35,350,85,646,46,29,14,40,123,649,225,1031,75,357,314,230,1828,175,82,1134,67,18,495,4,16,1727,273,26,47,120,65,44,308,114,171,20,82,3473,3027,33,319,38,931,28,34,34,34,4,2,54,166,393,44,15,431,596,19,14,40,0,0
2014,23,Offense,16,457,1728,548,336,3755,13,17,87,238,35,317,94,683,38,25,13,45,136,489,245,893,71,354,300,221,1888,179,100,1427,67,15,440,5,11,1927,283,24,40,79,50,34,291,76,187,24,103,4461,3738,41,395,35,706,24,29,29,31,4,2,64,108,406,59,13,457,593,25,10,32,400,1379
2014,23,Defense,16,446,1594,552,346,3735,8,11,74,229,34,316,109,874,43,26,15,42,126,456,197,710,117,438,305,239,1895,181,89,1328,64,18,512,3,13,1899,246,14,56,105,45,29,224,92,177,16,107,4691,3696,46,443,41,993,24,27,34,35,0,0,63,112,395,57,16,446,594,19,15,26,0,0
2014,24,Offense,16,536,2185,537,309,2955,10,15,86,251,28,331,76,616,49,23,23,44,136,539,323,1276,73,377,281,212,1467,187,78,1012,65,19,476,6,13,1938,254,22,69,164,66,36,223,122,161,15,105,4536,3991,49,543,35,857,34,37,27,27,4,3,51,166,477,63,11,536,581,19,8,39,456,1781
2014,24,Defense,16,436,1647,474,286,3205,17,15,67,216,27,283,81,574,30,15,13,40,108,394,242,951,80,312,283,197,1744,140,74,980,51,15,481,4,12,1673,250,30,34,101,28,20,139,83,142,11,103,4610,3627,35,245,51,1238,22,27,29,29,2,1,72,108,382,60,14,436,514,19,7,24,0,0
2014,25,Offense,16,422,1790,568,380,4492,11,19,71,204,40,352,129,914,45,29,12,43,155,678,233,1019,23,106,341,266,2481,164,99,1615,62,15,396,8,16,1795,262,21,41,135,51,30,222,95,216,17,92,4239,3432,33,299,36,895,18,19,40,40,2,0,70,128,377,77,13,422,611,27,11,21,364,1519
2014,25,Defense,16,397,1481,612,376,4242,10,13,86,238,32,345,90,621,44,19,21,44,95,318,233,990,63,181,347,256,2261,187,97,1356,77,23,625,5,12,2033,272,16,47,117,52,24,172,82,203,22,94,4089,3450,51,470,42,1009,31,35,32,32,3,2,54,100,336,63,12,397,656,20,11,33,0,0
2014,26,Offense,16,422,1568,565,360,4385,13,21,87,216,41,362,98,716,49,31,15,49,124,483,190,823,102,273,320,235,2349,178,106,1533,67,19,503,1,8,1730,278,21,64,176,53,35,256,95,202,20,88,4054,3069,49,322,40,1042,20,24,42,42,1,1,67,107,380,51,14,422,614,26,13,20,357,1261
2014,26,Defense,16,450,1842,528,323,3639,9,16,77,221,34,354,102,756,44,25,17,44,149,709,243,930,47,217,299,219,1877,174,87,1287,53,17,475,3,12,1889,278,17,63,161,54,33,213,95,182,14,98,4550,3988,30,385,32,721,24,29,36,36,4,3,51,138,395,73,13,450,572,27,6,28,0,0
2014,27,Offense,16,555,2566,451,285,3132,11,10,75,222,42,441,104,740,63,30,29,44,197,1110,236,1010,112,459,293,212,1927,110,63,861,48,10,344,2,4,1794,254,20,111,331,53,29,203,139,146,19,99,4680,3933,53,666,32,750,35,40,46,47,1,1,76,186,516,77,22,555,495,13,27,21,493,2260
2014,27,Defense,16,381,1255,607,347,3751,12,24,72,235,26,274,111,823,34,18,15,47,100,359,193,665,83,239,345,222,1700,186,100,1351,76,25,700,6,16,2045,277,26,36,52,53,31,243,71,172,22,108,4965,4119,36,367,46,974,23,29,27,27,2,1,44,98,343,59,10,381,654,20,5,38,0,0
2014,28,Offense,16,471,1931,523,352,3697,7,23,80,223,33,349,86,578,48,21,20,55,108,362,196,830,156,751,327,261,2091,147,76,1139,48,15,467,2,9,1891,332,20,66,176,46,33,156,100,177,15,91,4109,3561,35,269,33,677,30,34,35,35,2,0,62,149,440,74,13,471,578,19,12,21,411,1679
2014,28,Defense,16,353,1218,617,385,4415,15,21,70,208,35,340,83,591,43,22,14,34,94,365,188,669,63,194,331,246,1977,200,110,1571,83,29,867,6,15,1755,225,23,44,102,72,47,338,62,215,27,88,4047,3398,48,368,43,1011,22,29,38,39,0,0,53,82,301,47,10,353,651,28,7,30,0,0
2014,29,Offense,16,409,1340,564,370,4695,9,11,86,221,51,449,93,659,56,33,16,33,79,257,223,778,97,321,320,244,2302,157,93,1396,87,33,997,1,5,1713,188,17,64,178,71,50,369,73,222,20,84,3856,3176,26,399,31,692,27,36,50,52,1,0,61,108,378,87,14,409,597,41,9,33,354,1107
2014,29,Defense,16,419,1864,608,368,3841,15,26,81,226,28,283,85,629,41,22,15,54,152,697,198,854,66,315,350,252,1832,183,95,1389,70,21,620,10,24,1790,306,23,51,210,57,40,206,91,195,29,88,3931,3232,36,280,46,986,22,25,31,31,0,0,56,134,373,67,14,419,662,19,8,23,0,0
2014,30,Offense,16,346,1356,618,310,2908,11,25,60,240,17,183,129,902,27,10,12,41,61,214,196,761,86,385,378,235,1698,170,63,843,69,12,367,2,21,2271,244,22,21,31,41,22,100,65,131,27,113,4915,4122,43,364,54,1141,22,29,15,15,1,0,57,86,281,60,10,346,659,11,4,33,264,847
2014,30,Defense,16,510,2174,546,353,3598,13,17,81,237,34,393,112,848,62,21,31,42,144,740,266,1067,90,380,341,259,2200,155,85,1155,48,9,243,2,4,1869,260,19,99,243,58,36,189,124,168,24,96,4387,3714,55,576,26,562,43,50,36,36,1,1,75,166,470,85,34,510,588,10,22,18,0,0
2014,31,Offense,16,391,1589,597,376,3998,9,5,70,226,29,329,69,470,36,16,19,26,76,347,253,1063,57,185,382,283,2405,159,77,1040,54,16,553,2,6,1743,152,16,47,104,43,30,179,79,185,25,98,4300,3643,36,289,36,940,38,51,29,29,2,0,78,107,321,66,18,391,623,22,5,29,313,1194
2014,31,Defense,16,468,2183,617,374,4048,9,18,90,232,37,357,101,731,49,28,20,27,87,519,249,1034,127,637,349,258,2013,180,94,1463,83,22,572,6,11,1890,160,17,68,218,60,40,207,124,203,14,95,4321,3652,38,217,24,500,28,31,35,35,4,2,72,166,425,67,21,468,644,22,13,25,0,0
